iter	RMSE
0	0.0008265718318
1	0.000821782043
2	0.0008158306353
3	0.0008104042544
4	0.0008048088382
5	0.0007973687259
6	0.0007928582461
7	0.000787370374
8	0.0007817292562
9	0.0007749900565
10	0.0007688071724
11	0.0007623367779
12	0.0007571169088
13	0.0007505842243
14	0.0007439677026
15	0.0007389355463
16	0.0007343798055
17	0.0007270670601
18	0.0007228139237
19	0.0007174160835
20	0.000710157689
21	0.000704621248
22	0.0006993411147
23	0.0006956473388
24	0.0006890358699
25	0.0006836973121
26	0.0006775327433
27	0.0006734307228
28	0.0006684260571
29	0.0006644372859
30	0.0006588197384
31	0.0006531082156
32	0.0006481209319
33	0.0006440488434
34	0.0006383721063
35	0.0006339953783
36	0.0006284371091
37	0.0006226339589
38	0.0006188933339
39	0.0006130559249
40	0.0006091994454
41	0.0006046795821
42	0.0006010679557
43	0.0005953031079
44	0.0005908931948
45	0.0005853588674
46	0.000580680487
47	0.0005763777531
48	0.0005713116495
49	0.000567643785
50	0.0005629930916
51	0.0005582369287
52	0.000554637025
53	0.0005514809573
54	0.0005470070173
55	0.0005431860629
56	0.0005397220755
57	0.0005353319914
58	0.000531664099
59	0.0005274448419
60	0.00052395524
61	0.0005209767853
62	0.0005166727514
63	0.000512597284
64	0.0005088104563
65	0.0005054515032
66	0.0005014454754
67	0.000498368556
68	0.0004941751363
69	0.0004904509701
70	0.0004873495845
71	0.000483154878
72	0.0004795398157
73	0.0004768487402
74	0.0004727106639
75	0.0004689347851
76	0.0004644440679
77	0.0004609395184
78	0.0004574042851
79	0.00045445629
80	0.0004504208368
81	0.0004477503849
82	0.0004434849623
83	0.0004394862815
84	0.0004357215935
85	0.0004315128116
86	0.0004283222562
87	0.0004247416801
88	0.0004213248248
89	0.000418888396
90	0.0004165218008
91	0.0004142358336
92	0.0004103795467
93	0.0004078392248
94	0.0004053884846
95	0.0004022879469
96	0.0003991683105
97	0.0003958347098
98	0.0003933212663
99	0.0003896752723
100	0.0003865543571
101	0.0003834374818
102	0.0003811514441
103	0.0003783118757
104	0.0003754370252
105	0.0003744296173
106	0.0003721680778
107	0.0003693850238
108	0.0003666152373
109	0.000363131265
110	0.0003604605028
111	0.0003575950334
112	0.0003549951215
113	0.0003521414856
114	0.0003496405239
115	0.0003468357004
116	0.0003439852282
117	0.0003412637823
118	0.0003390942185
119	0.0003365465568
120	0.0003342677402
121	0.0003324180515
122	0.0003302081508
123	0.000327550978
124	0.0003255938932
125	0.0003239460103
126	0.00032109759
127	0.0003183884608
128	0.0003164096837
129	0.000314835421
130	0.0003121729702
131	0.0003098597431
132	0.0003074059139
133	0.0003053105087
134	0.0003027660774
135	0.0003009131841
136	0.0002985993468
137	0.0002968315121
138	0.0002952728487
139	0.0002935184837
140	0.000291392542
141	0.0002889063011
142	0.0002873938873
143	0.0002847295828
144	0.0002824755352
145	0.0002804926472
146	0.0002786546097
147	0.0002761986918
148	0.00027414232
149	0.0002720744645
150	0.0002707129563
151	0.0002691222727
152	0.0002676675043
153	0.0002657088286
154	0.0002633188223
155	0.0002620315698
156	0.0002599707762
157	0.0002581500411
158	0.0002562136433
159	0.0002538794353
160	0.0002518520857
161	0.0002498870297
162	0.0002481259124
163	0.0002466910416
164	0.0002453905079
165	0.0002440661226
166	0.0002425393352
167	0.0002408313725
168	0.0002389758026
169	0.0002368784931
170	0.0002355062495
171	0.0002339266706
172	0.0002326993246
173	0.0002310633753
174	0.000229309058
175	0.0002279184561
176	0.0002260641076
177	0.000224329216
178	0.0002231426769
179	0.0002216393776
180	0.0002201168565
181	0.0002188293749
182	0.0002176108305
183	0.0002159915241
184	0.0002143679278
185	0.0002131853262
186	0.0002119448989
187	0.0002108396985
188	0.0002092134402
189	0.0002079883259
190	0.0002067310072
191	0.0002057982501
192	0.0002042451088
193	0.0002030046621
194	0.0002017223227
195	0.0002002535333
196	0.0001987222224
197	0.0001977076443
198	0.0001966574329
199	0.0001951233497
200	0.000193700806
201	0.0001925550527
202	0.0001911407602
203	0.0001900014998
204	0.000188971215
205	0.0001879037866
206	0.0001868464734
207	0.0001854820798
208	0.0001845205136
209	0.0001833716798
210	0.0001821830327
211	0.0001810037182
212	0.0001797991621
213	0.0001788123763
214	0.0001777855813
215	0.0001768814868
216	0.0001757387019
217	0.0001747104144
218	0.0001734568162
219	0.0001724543733
220	0.0001715841888
221	0.0001705863992
222	0.0001696191839
223	0.0001687269946
224	0.0001678609404
225	0.0001669507572
226	0.0001660838918
227	0.0001652852217
228	0.0001642090156
229	0.0001631555061
230	0.0001617589467
231	0.0001609287647
232	0.0001599505414
233	0.0001591575058
234	0.0001583628363
235	0.0001574289964
236	0.0001566254608
237	0.000155696353
238	0.0001548689956
239	0.0001540492092
240	0.0001532808691
241	0.000152513895
242	0.0001517545604
243	0.0001509365413
244	0.0001500018322
245	0.0001490060521
246	0.0001482519129
247	0.0001474927377
248	0.0001465977911
249	0.0001458562345
250	0.0001450714987
251	0.000144351497
252	0.0001436212767
253	0.0001427452033
254	0.0001419258251
255	0.0001412311736
256	0.0001405033979
257	0.0001397966463
258	0.0001390195742
259	0.000138333599
260	0.0001375889173
261	0.0001369118104
262	0.0001360870188
263	0.000135412388
264	0.0001347210996
265	0.0001339243298
266	0.0001332139333
267	0.0001325474434
268	0.000131873719
269	0.0001310420008
270	0.0001302392704
271	0.0001295629664
272	0.0001289294052
273	0.0001282665182
274	0.0001275235982
275	0.0001268591036
276	0.0001261786472
277	0.0001255370889
278	0.0001248734978
279	0.0001242358024
280	0.0001236251024
281	0.0001229980912
282	0.000122372202
283	0.000121740021
284	0.0001210164544
285	0.0001203646306
286	0.0001197436442
287	0.0001190850226
288	0.0001184676281
289	0.0001178496719
290	0.0001172692778
291	0.0001166243239
292	0.00011598341
293	0.0001153827294
294	0.0001147687482
295	0.0001141742446
296	0.0001135473016
297	0.000112953672
298	0.0001123986889
299	0.0001118319033
300	0.0001112813916
301	0.000110721053
302	0.0001101639943
303	0.0001095454114
304	0.0001090180845
305	0.0001084547376
306	0.0001079088485
307	0.0001073163505
308	0.0001067648284
309	0.000106230795
310	0.0001057213936
311	0.000105209585
312	0.0001046831119
313	0.0001041761167
314	0.000103630383
315	0.0001030905525
316	0.0001025709772
317	0.0001020082593
318	0.0001014831542
319	0.0001009677425
320	0.0001004406323
321	9.991973561e-05
322	9.942364349e-05
323	9.892759768e-05
324	9.843015673e-05
325	9.78896798e-05
326	9.739544268e-05
327	9.689594206e-05
328	9.641509576e-05
329	9.591093644e-05
330	9.543126037e-05
331	9.490990366e-05
332	9.443994094e-05
333	9.396728521e-05
334	9.34590802e-05
335	9.299572417e-05
336	9.251692427e-05
337	9.201622063e-05
338	9.154861904e-05
339	9.108380698e-05
340	9.062171186e-05
341	9.012972647e-05
342	8.964077958e-05
343	8.915484965e-05
344	8.8705502e-05
345	8.825931266e-05
346	8.780326936e-05
347	8.733060761e-05
348	8.685805181e-05
349	8.6388407e-05
350	8.591700964e-05
351	8.54720956e-05
352	8.503317236e-05
353	8.457417333e-05
354	8.414875026e-05
355	8.369755919e-05
356	8.324908157e-05
357	8.280082084e-05
358	8.239466469e-05
359	8.199379128e-05
360	8.15723056e-05
361	8.116333111e-05
362	8.074916143e-05
363	8.033584434e-05
364	7.992206619e-05
365	7.947545358e-05
366	7.904850499e-05
367	7.862418303e-05
368	7.820246969e-05
369	7.778334714e-05
370	7.740362022e-05
371	7.697165418e-05
372	7.655968913e-05
373	7.61502515e-05
374	7.574332423e-05
375	7.533889041e-05
376	7.493900586e-05
377	7.45394777e-05
378	7.414239404e-05
379	7.374773861e-05
380	7.335549533e-05
381	7.296564825e-05
382	7.25781816e-05
383	7.219307975e-05
384	7.181032721e-05
385	7.142990867e-05
386	7.105180892e-05
387	7.067601293e-05
388	7.030250581e-05
389	6.993127278e-05
390	6.956229922e-05
391	6.919557065e-05
392	6.884054477e-05
393	6.849011317e-05
394	6.812933798e-05
395	6.778005832e-05
396	6.7423254e-05
397	6.706861965e-05
398	6.671614152e-05
399	6.636580597e-05
400	6.602574178e-05
401	6.569010282e-05
402	6.534545173e-05
403	6.50028954e-05
404	6.466242066e-05
405	6.433419613e-05
406	6.399757817e-05
407	6.366300538e-05
408	6.333046503e-05
409	6.299994449e-05
410	6.267143122e-05
411	6.234491283e-05
412	6.202914257e-05
413	6.173597784e-05
414	6.141488113e-05
